,2 Yr,20 Yr,Month,Day,Year
1185,1.24,2.72,4,6,2017
1186,1.24,2.71,4,5,2017
1187,1.25,2.72,4,4,2017
1188,1.24,2.71,4,3,2017
1189,1.27,2.76,3,31,2017
1190,1.28,2.78,3,30,2017
1191,1.26,2.74,3,29,2017
1192,1.3,2.77,3,28,2017
1193,1.27,2.73,3,27,2017
1194,1.26,2.74,3,24,2017
1195,1.26,2.76,3,23,2017
1196,1.27,2.76,3,22,2017
1197,1.27,2.79,3,21,2017
1198,1.3,2.83,3,20,2017
1199,1.33,2.86,3,17,2017
1200,1.35,2.89,3,16,2017
1201,1.33,2.87,3,15,2017
1202,1.4,2.94,3,14,2017
1203,1.4,2.97,3,13,2017
1204,1.36,2.94,3,10,2017
1205,1.37,2.94,3,9,2017
1206,1.36,2.89,3,8,2017
1207,1.32,2.85,3,7,2017
1208,1.31,2.84,3,6,2017
1209,1.32,2.83,3,3,2017
1210,1.32,2.84,3,2,2017
1211,1.29,2.81,3,1,2017
1212,1.22,2.7,2,28,2017
1213,1.2,2.72,2,27,2017
1214,1.12,2.69,2,24,2017
1215,1.18,2.75,2,23,2017
1216,1.22,2.78,2,22,2017
1217,1.22,2.78,2,21,2017
1218,1.21,2.78,2,17,2017
1219,1.22,2.8,2,16,2017
1220,1.27,2.84,2,15,2017
1221,1.25,2.81,2,14,2017
1222,1.2,2.77,2,13,2017
1223,1.2,2.75,2,10,2017
1224,1.2,2.74,2,9,2017
1225,1.15,2.68,2,8,2017
1226,1.16,2.74,2,7,2017
1227,1.16,2.76,2,6,2017
1228,1.21,2.82,2,3,2017
1229,1.21,2.8,2,2,2017
1230,1.22,2.8,2,1,2017
1231,1.19,2.78,1,31,2017
1232,1.22,2.82,1,30,2017
1233,1.22,2.8,1,27,2017
1234,1.21,2.82,1,26,2017
1235,1.23,2.84,1,25,2017
1236,1.21,2.78,1,24,2017
1237,1.16,2.72,1,23,2017
1238,1.2,2.79,1,20,2017
1239,1.25,2.77,1,19,2017
1240,1.23,2.74,1,18,2017
1241,1.17,2.66,1,17,2017
1242,1.21,2.71,1,13,2017
1243,1.18,2.68,1,12,2017
1244,1.2,2.68,1,11,2017
1245,1.19,2.69,1,10,2017
1246,1.21,2.69,1,9,2017
1247,1.22,2.73,1,6,2017
1248,1.17,2.69,1,5,2017
1249,1.24,2.78,1,4,2017
1250,1.22,2.78,1,3,2017
1251,1.2,2.79,12,30,2016
1252,1.22,2.82,12,29,2016
1253,1.26,2.83,12,28,2016
1254,1.28,2.88,12,27,2016
1255,1.22,2.86,12,23,2016
1256,1.22,2.86,12,22,2016
1257,1.21,2.86,12,21,2016
1258,1.25,2.88,12,20,2016
1259,1.24,2.85,12,19,2016
1260,1.28,2.91,12,16,2016
1261,1.29,2.89,12,15,2016
1262,1.27,2.86,12,14,2016
1263,1.17,2.85,12,13,2016
1264,1.15,2.86,12,12,2016
1265,1.15,2.87,12,9,2016
1266,1.12,2.81,12,8,2016
1267,1.1,2.73,12,7,2016
1268,1.12,2.77,12,6,2016
1269,1.13,2.76,12,5,2016
1270,1.11,2.78,12,2,2016
1271,1.14,2.82,12,1,2016
1272,1.11,2.73,11,30,2016
1273,1.09,2.66,11,29,2016
1274,1.11,2.68,11,28,2016
1275,1.12,2.71,11,25,2016
1276,1.12,2.71,11,23,2016
1277,1.07,2.69,11,22,2016
1278,1.08,2.69,11,21,2016
1279,1.07,2.7,11,18,2016
1280,1.04,2.69,11,17,2016
1281,1.0,2.61,11,16,2016
1282,1.02,2.64,11,15,2016
1283,1.0,2.65,11,14,2016
1284,0.92,2.58,11,10,2016
1285,0.9,2.52,11,9,2016
1286,0.87,2.29,11,8,2016
1287,0.82,2.26,11,7,2016
1288,0.8,2.22,11,4,2016
1289,0.81,2.25,11,3,2016
1290,0.81,2.22,11,2,2016
1291,0.83,2.24,11,1,2016
1292,0.86,2.25,10,31,2016
1293,0.86,2.27,10,28,2016
1294,0.87,2.26,10,27,2016
1295,0.86,2.2,10,26,2016
1296,0.86,2.17,10,25,2016
1297,0.84,2.18,10,24,2016
1298,0.84,2.15,10,21,2016
1299,0.84,2.17,10,20,2016
1300,0.81,2.18,10,19,2016
1301,0.82,2.18,10,18,2016
1302,0.81,2.19,10,17,2016
1303,0.84,2.22,10,14,2016
1304,0.85,2.15,10,13,2016
1305,0.87,2.19,10,12,2016
1306,0.87,2.17,10,11,2016
1307,0.83,2.14,10,7,2016
1308,0.86,2.14,10,6,2016
1309,0.85,2.11,10,5,2016
1310,0.82,2.08,10,4,2016
1311,0.8,2.01,10,3,2016
1312,0.77,1.99,9,30,2016
1313,0.73,1.95,9,29,2016
1314,0.75,1.96,9,28,2016
1315,0.75,1.96,9,27,2016
1316,0.76,2.0,9,26,2016
1317,0.77,2.02,9,23,2016
1318,0.79,2.02,9,22,2016
1319,0.79,2.06,9,21,2016
1320,0.79,2.09,9,20,2016
1321,0.79,2.1,9,19,2016
1322,0.77,2.1,9,16,2016
1323,0.74,2.13,9,15,2016
1324,0.77,2.1,9,14,2016
1325,0.8,2.12,9,13,2016
1326,0.79,2.05,9,12,2016
1327,0.79,2.05,9,9,2016
1328,0.78,1.98,9,8,2016
1329,0.74,1.89,9,7,2016
1330,0.74,1.9,9,6,2016
1331,0.8,1.95,9,2,2016
1332,0.78,1.9,9,1,2016
1333,0.8,1.9,8,31,2016
1334,0.8,1.91,8,30,2016
1335,0.81,1.9,8,29,2016
1336,0.84,1.96,8,26,2016
1337,0.78,1.91,8,25,2016
1338,0.76,1.89,8,24,2016
1339,0.74,1.88,8,23,2016
1340,0.76,1.88,8,22,2016
1341,0.76,1.93,8,19,2016
1342,0.71,1.89,8,18,2016
1343,0.74,1.9,8,17,2016
1344,0.76,1.92,8,16,2016
1345,0.72,1.9,8,15,2016
1346,0.71,1.85,8,12,2016
1347,0.76,1.89,8,11,2016
1348,0.69,1.83,8,10,2016
1349,0.71,1.86,8,9,2016
1350,0.74,1.91,8,8,2016
1351,0.72,1.91,8,5,2016
1352,0.64,1.84,8,4,2016
1353,0.67,1.88,8,3,2016
1354,0.67,1.88,8,2,2016
1355,0.67,1.84,8,1,2016
1356,0.67,1.78,7,29,2016
1357,0.72,1.83,7,28,2016
1358,0.73,1.84,7,27,2016
1359,0.75,1.89,7,26,2016
1360,0.72,1.9,7,25,2016
1361,0.71,1.9,7,22,2016
1362,0.7,1.9,7,21,2016
1363,0.73,1.91,7,20,2016
1364,0.7,1.88,7,19,2016
1365,0.68,1.9,7,18,2016
1366,0.71,1.9,7,15,2016
1367,0.68,1.84,7,14,2016
1368,0.68,1.77,7,13,2016
1369,0.69,1.82,7,12,2016
1370,0.66,1.73,7,11,2016
1371,0.61,1.69,7,8,2016
1372,0.58,1.72,7,7,2016
1373,0.58,1.72,7,6,2016
1374,0.56,1.72,7,5,2016
1375,0.59,1.81,7,1,2016
1376,0.58,1.86,6,30,2016
1377,0.62,1.86,6,29,2016
1378,0.61,1.83,6,28,2016
1379,0.61,1.83,6,27,2016
1380,0.64,1.96,6,24,2016
1381,0.78,2.12,6,23,2016
1382,0.75,2.06,6,22,2016
1383,0.76,2.07,6,21,2016
1384,0.74,2.03,6,20,2016
1385,0.7,1.99,6,17,2016
1386,0.7,1.96,6,16,2016
1387,0.69,1.99,6,15,2016
1388,0.74,2.0,6,14,2016
1389,0.73,2.01,6,13,2016
1390,0.73,2.02,6,10,2016
1391,0.77,2.05,6,9,2016
1392,0.78,2.08,6,8,2016
1393,0.78,2.1,6,7,2016
1394,0.8,2.12,6,6,2016
1395,0.78,2.09,6,3,2016
1396,0.89,2.17,6,2,2016
1397,0.91,2.22,6,1,2016
1398,0.87,2.23,5,31,2016
1399,0.9,2.25,5,27,2016
1400,0.87,2.24,5,26,2016
1401,0.92,2.27,5,25,2016
1402,0.92,2.25,5,24,2016
1403,0.91,2.23,5,23,2016
1404,0.89,2.24,5,20,2016
1405,0.89,2.24,5,19,2016
1406,0.9,2.27,5,18,2016
1407,0.82,2.18,5,17,2016
1408,0.79,2.18,5,16,2016
1409,0.76,2.14,5,13,2016
1410,0.76,2.18,5,12,2016
1411,0.74,2.15,5,11,2016
1412,0.72,2.18,5,10,2016
1413,0.72,2.18,5,9,2016
1414,0.74,2.2,5,6,2016
1415,0.72,2.17,5,5,2016
1416,0.75,2.22,5,4,2016
1417,0.75,2.24,5,3,2016
1418,0.8,2.31,5,2,2016
1419,0.77,2.26,4,29,2016
1420,0.78,2.27,4,28,2016
1421,0.83,2.3,4,27,2016
1422,0.86,2.35,4,26,2016
1423,0.85,2.32,4,25,2016
1424,0.84,2.3,4,22,2016
1425,0.82,2.29,4,21,2016
1426,0.8,2.25,4,20,2016
1427,0.77,2.19,4,19,2016
1428,0.75,2.17,4,18,2016
1429,0.74,2.14,4,15,2016
1430,0.77,2.18,4,14,2016
1431,0.75,2.16,4,13,2016
1432,0.74,2.18,4,12,2016
1433,0.7,2.14,4,11,2016
1434,0.7,2.13,4,8,2016
1435,0.7,2.1,4,7,2016
1436,0.73,2.17,4,6,2016
1437,0.72,2.13,4,5,2016
1438,0.75,2.19,4,4,2016
1439,0.76,2.2,4,1,2016
1440,0.73,2.2,3,31,2016
1441,0.76,2.24,3,30,2016
1442,0.78,2.2,3,29,2016
1443,0.89,2.26,3,28,2016
1444,0.89,2.28,3,24,2016
1445,0.87,2.25,3,23,2016
1446,0.91,2.32,3,22,2016
1447,0.87,2.31,3,21,2016
1448,0.84,2.26,3,18,2016
1449,0.87,2.28,3,17,2016
1450,0.87,2.32,3,16,2016
1451,0.98,2.33,3,15,2016
1452,0.97,2.33,3,14,2016
1453,0.97,2.34,3,11,2016
1454,0.93,2.29,3,10,2016
1455,0.9,2.27,3,9,2016
1456,0.88,2.22,3,8,2016
1457,0.91,2.3,3,7,2016
1458,0.88,2.29,3,4,2016
1459,0.85,2.23,3,3,2016
1460,0.85,2.27,3,2,2016
1461,0.85,2.28,3,1,2016
1462,0.78,2.19,2,29,2016
1463,0.8,2.2,2,26,2016
1464,0.72,2.14,2,25,2016
1465,0.75,2.16,2,24,2016
1466,0.76,2.16,2,23,2016
1467,0.78,2.18,2,22,2016
1468,0.76,2.17,2,19,2016
1469,0.71,2.17,2,18,2016
1470,0.74,2.24,2,17,2016
1471,0.74,2.19,2,16,2016
1472,0.71,2.15,2,12,2016
1473,0.64,2.06,2,11,2016
1474,0.71,2.13,2,10,2016
1475,0.69,2.16,2,9,2016
1476,0.66,2.17,2,8,2016
1477,0.74,2.27,2,5,2016
1478,0.7,2.29,2,4,2016
1479,0.72,2.3,2,3,2016
1480,0.75,2.27,2,2,2016
1481,0.81,2.38,2,1,2016
1482,0.76,2.36,1,29,2016
1483,0.83,2.41,1,28,2016
1484,0.84,2.42,1,27,2016
1485,0.85,2.41,1,26,2016
1486,0.88,2.42,1,25,2016
1487,0.88,2.46,1,22,2016
1488,0.84,2.42,1,21,2016
1489,0.85,2.41,1,20,2016
1490,0.88,2.45,1,19,2016
1491,0.85,2.44,1,15,2016
1492,0.9,2.51,1,14,2016
1493,0.91,2.47,1,13,2016
1494,0.93,2.51,1,12,2016
1495,0.94,2.59,1,11,2016
1496,0.94,2.55,1,8,2016
1497,0.96,2.56,1,7,2016
1498,0.99,2.59,1,6,2016
1499,1.04,2.67,1,5,2016
1500,1.02,2.64,1,4,2016
1501,1.06,2.67,12,31,2015
1502,1.08,2.69,12,30,2015
1503,1.09,2.69,12,29,2015
1504,1.05,2.59,12,28,2015
1505,1.03,2.61,12,24,2015
1506,1.01,2.64,12,23,2015
1507,0.99,2.6,12,22,2015
1508,0.96,2.55,12,21,2015
1509,0.97,2.54,12,18,2015
1510,1.0,2.57,12,17,2015
1511,1.02,2.65,12,16,2015
1512,0.98,2.62,12,15,2015
1513,0.97,2.59,12,14,2015
1514,0.88,2.49,12,11,2015
1515,0.95,2.6,12,10,2015
1516,0.93,2.59,12,9,2015
1517,0.94,2.61,12,8,2015
1518,0.94,2.59,12,7,2015
1519,0.96,2.65,12,4,2015
1520,0.96,2.72,12,3,2015
1521,0.94,2.55,12,2,2015
1522,0.91,2.55,12,1,2015
1523,0.94,2.63,11,30,2015
1524,0.92,2.64,11,27,2015
1525,0.93,2.64,11,25,2015
1526,0.93,2.65,11,24,2015
1527,0.94,2.66,11,23,2015
1528,0.93,2.68,11,20,2015
1529,0.91,2.66,11,19,2015
1530,0.9,2.7,11,18,2015
1531,0.86,2.69,11,17,2015
1532,0.88,2.72,11,16,2015
1533,0.86,2.72,11,13,2015
1534,0.89,2.75,11,12,2015
1535,0.87,2.76,11,10,2015
1536,0.89,2.79,11,9,2015
1537,0.9,2.76,11,6,2015
1538,0.85,2.68,11,5,2015
1539,0.84,2.66,11,4,2015
1540,0.8,2.65,11,3,2015
1541,0.77,2.6,11,2,2015
1542,0.75,2.57,10,30,2015
1543,0.75,2.6,10,29,2015
1544,0.73,2.5,10,28,2015
1545,0.65,2.48,10,27,2015
1546,0.66,2.5,10,26,2015
1547,0.66,2.54,10,23,2015
1548,0.61,2.48,10,22,2015
1549,0.64,2.48,10,21,2015
1550,0.66,2.53,10,20,2015
1551,0.61,2.48,10,19,2015
1552,0.61,2.46,10,16,2015
1553,0.61,2.46,10,15,2015
1554,0.57,2.42,10,14,2015
1555,0.64,2.49,10,13,2015
1556,0.65,2.55,10,9,2015
1557,0.65,2.56,10,8,2015
1558,0.65,2.51,10,7,2015
1559,0.61,2.5,10,6,2015
1560,0.61,2.52,10,5,2015
1561,0.58,2.44,10,2,2015
1562,0.64,2.49,10,1,2015
1563,0.64,2.51,9,30,2015
1564,0.64,2.48,9,29,2015
1565,0.67,2.51,9,28,2015
1566,0.7,2.6,9,25,2015
1567,0.67,2.55,9,24,2015
1568,0.7,2.6,9,23,2015
1569,0.69,2.6,9,22,2015
1570,0.72,2.67,9,21,2015
1571,0.69,2.58,9,18,2015
1572,0.7,2.69,9,17,2015
1573,0.82,2.75,9,16,2015
1574,0.82,2.73,9,15,2015
1575,0.73,2.62,9,14,2015
1576,0.71,2.63,9,11,2015
1577,0.75,2.66,9,10,2015
1578,0.75,2.64,9,9,2015
1579,0.74,2.66,9,8,2015
1580,0.71,2.58,9,4,2015
1581,0.71,2.64,9,3,2015
1582,0.72,2.66,9,2,2015
1583,0.7,2.62,9,1,2015
1584,0.74,2.64,8,31,2015
1585,0.72,2.61,8,28,2015
1586,0.68,2.61,8,27,2015
1587,0.67,2.64,8,26,2015
1588,0.67,2.54,8,25,2015
1589,0.59,2.42,8,24,2015
1590,0.64,2.44,8,21,2015
1591,0.69,2.45,8,20,2015
1592,0.67,2.49,8,19,2015
1593,0.74,2.56,8,18,2015
1594,0.72,2.51,8,17,2015
1595,0.73,2.54,8,14,2015
1596,0.72,2.54,8,13,2015
1597,0.67,2.52,8,12,2015
1598,0.68,2.5,8,11,2015
1599,0.73,2.58,8,10,2015
1600,0.73,2.52,8,7,2015
1601,0.71,2.59,8,6,2015
1602,0.73,2.64,8,5,2015
1603,0.74,2.59,8,4,2015
1604,0.68,2.55,8,3,2015
1605,0.67,2.61,7,31,2015
1606,0.72,2.66,7,30,2015
1607,0.7,2.69,7,29,2015
1608,0.69,2.66,7,28,2015
1609,0.68,2.64,7,27,2015
1610,0.7,2.67,7,24,2015
1611,0.71,2.67,7,23,2015
1612,0.75,2.73,7,22,2015
1613,0.71,2.77,7,21,2015
1614,0.71,2.79,7,20,2015
1615,0.68,2.77,7,17,2015
1616,0.67,2.81,7,16,2015
1617,0.64,2.83,7,15,2015
1618,0.66,2.9,7,14,2015
1619,0.69,2.92,7,13,2015
1620,0.65,2.91,7,10,2015
1621,0.6,2.8,7,9,2015
1622,0.55,2.69,7,8,2015
1623,0.58,2.74,7,7,2015
1624,0.6,2.78,7,6,2015
1625,0.64,2.9,7,2,2015
1626,0.69,2.92,7,1,2015
1627,0.64,2.83,6,30,2015
1628,0.64,2.82,6,29,2015
1629,0.72,2.98,6,26,2015
1630,0.68,2.88,6,25,2015
1631,0.68,2.87,6,24,2015
1632,0.7,2.92,6,23,2015
1633,0.68,2.87,6,22,2015
1634,0.65,2.76,6,19,2015
1635,0.66,2.86,6,18,2015
1636,0.67,2.82,6,17,2015
1637,0.71,2.79,6,16,2015
1638,0.72,2.83,6,15,2015
1639,0.74,2.84,6,12,2015
1640,0.73,2.84,6,11,2015
1641,0.75,2.96,6,10,2015
1642,0.72,2.89,6,9,2015
1643,0.7,2.86,6,8,2015
1644,0.73,2.87,6,5,2015
1645,0.66,2.78,6,4,2015
1646,0.69,2.87,6,3,2015
1647,0.64,2.77,6,2,2015
1648,0.64,2.69,6,1,2015
1649,0.61,2.63,5,29,2015
1650,0.62,2.64,5,28,2015
1651,0.64,2.63,5,27,2015
1652,0.64,2.64,5,26,2015
1653,0.64,2.73,5,22,2015
1654,0.6,2.71,5,21,2015
1655,0.6,2.79,5,20,2015
1656,0.63,2.79,5,19,2015
1657,0.58,2.75,5,18,2015
1658,0.55,2.66,5,15,2015
1659,0.56,2.76,5,14,2015
1660,0.59,2.79,5,13,2015
1661,0.61,2.75,5,12,2015
1662,0.62,2.76,5,11,2015
1663,0.59,2.63,5,8,2015
1664,0.63,2.63,5,7,2015
1665,0.65,2.72,5,6,2015
1666,0.62,2.64,5,5,2015
1667,0.6,2.62,5,4,2015
1668,0.6,2.57,5,1,2015
1669,0.58,2.49,4,30,2015
1670,0.56,2.49,4,29,2015
1671,0.56,2.42,4,28,2015
1672,0.54,2.36,4,27,2015
1673,0.54,2.36,4,24,2015
1674,0.55,2.38,4,23,2015
1675,0.57,2.42,4,22,2015
1676,0.55,2.33,4,21,2015
1677,0.55,2.31,4,20,2015
1678,0.51,2.26,4,17,2015
1679,0.5,2.31,4,16,2015
1680,0.51,2.3,4,15,2015
1681,0.53,2.29,4,14,2015
1682,0.54,2.33,4,13,2015
1683,0.57,2.33,4,10,2015
1684,0.56,2.35,4,9,2015
1685,0.54,2.28,4,8,2015
1686,0.52,2.27,4,7,2015
1687,0.51,2.31,4,6,2015
1688,0.49,2.24,4,3,2015
1689,0.55,2.29,4,2,2015
1690,0.55,2.23,4,1,2015
1691,0.56,2.31,3,31,2015
1692,0.58,2.32,3,30,2015
1693,0.58,2.29,3,27,2015
1694,0.61,2.37,3,26,2015
1695,0.59,2.28,3,25,2015
1696,0.58,2.24,3,24,2015
1697,0.6,2.29,3,23,2015
1698,0.6,2.29,3,20,2015
1699,0.63,2.33,3,19,2015
1700,0.57,2.31,3,18,2015
1701,0.7,2.4,3,17,2015
1702,0.66,2.45,3,16,2015
1703,0.68,2.48,3,13,2015
1704,0.67,2.47,3,12,2015
1705,0.7,2.47,3,11,2015
1706,0.7,2.51,3,10,2015
1707,0.7,2.58,3,9,2015
1708,0.73,2.63,3,6,2015
1709,0.65,2.49,3,5,2015
1710,0.66,2.49,3,4,2015
1711,0.68,2.49,3,3,2015
1712,0.66,2.46,3,2,2015
1713,0.63,2.38,2,27,2015
1714,0.66,2.39,2,26,2015
1715,0.61,2.35,2,25,2015
1716,0.6,2.38,2,24,2015
1717,0.64,2.44,2,23,2015
1718,0.67,2.5,2,20,2015
1719,0.67,2.5,2,19,2015
1720,0.62,2.46,2,18,2015
1721,0.7,2.49,2,17,2015
1722,0.66,2.39,2,13,2015
1723,0.61,2.33,2,12,2015
1724,0.67,2.33,2,11,2015
1725,0.67,2.33,2,10,2015
1726,0.65,2.28,2,9,2015
1727,0.65,2.28,2,6,2015
1728,0.52,2.2,2,5,2015
1729,0.52,2.17,2,4,2015
1730,0.52,2.16,2,3,2015
1731,0.49,2.07,2,2,2015
1732,0.47,2.04,1,30,2015
1733,0.51,2.11,1,29,2015
1734,0.5,2.05,1,28,2015
1735,0.54,2.15,1,27,2015
1736,0.54,2.14,1,26,2015
1737,0.52,2.12,1,23,2015
1738,0.53,2.21,1,22,2015
1739,0.53,2.2,1,21,2015
1740,0.53,2.15,1,20,2015
1741,0.49,2.17,1,16,2015
1742,0.44,2.12,1,15,2015
1743,0.51,2.2,1,14,2015
1744,0.54,2.24,1,13,2015
1745,0.56,2.23,1,12,2015
1746,0.59,2.29,1,9,2015
1747,0.62,2.33,1,8,2015
1748,0.62,2.25,1,7,2015
1749,0.65,2.25,1,6,2015
1750,0.68,2.32,1,5,2015
1751,0.66,2.41,1,2,2015
1752,0.67,2.47,12,31,2014
1753,0.69,2.49,12,30,2014
1754,0.72,2.51,12,29,2014
1755,0.73,2.54,12,26,2014
1756,0.73,2.56,12,24,2014
1757,0.73,2.57,12,23,2014
1758,0.71,2.47,12,22,2014
1759,0.67,2.48,12,19,2014
1760,0.67,2.54,12,18,2014
1761,0.62,2.46,12,17,2014
1762,0.58,2.4,12,16,2014
1763,0.6,2.45,12,15,2014
1764,0.56,2.45,12,12,2014
1765,0.62,2.54,12,11,2014
1766,0.59,2.54,12,10,2014
1767,0.64,2.58,12,9,2014
1768,0.64,2.62,12,8,2014
1769,0.65,2.69,12,5,2014
1770,0.55,2.66,12,4,2014
1771,0.57,2.71,12,3,2014
1772,0.55,2.72,12,2,2014
1773,0.49,2.66,12,1,2014
1774,0.47,2.62,11,28,2014
1775,0.53,2.67,11,26,2014
1776,0.51,2.69,11,25,2014
1777,0.53,2.74,11,24,2014
1778,0.53,2.75,11,21,2014
1779,0.53,2.78,11,20,2014
1780,0.54,2.8,11,19,2014
1781,0.53,2.77,11,18,2014
1782,0.54,2.79,11,17,2014
1783,0.54,2.77,11,14,2014
1784,0.53,2.8,11,13,2014
1785,0.55,2.81,11,12,2014
1786,0.55,2.81,11,10,2014
1787,0.51,2.76,11,7,2014
1788,0.54,2.83,11,6,2014
1789,0.52,2.79,11,5,2014
1790,0.52,2.78,11,4,2014
1791,0.52,2.8,11,3,2014
1792,0.5,2.81,10,31,2014
1793,0.48,2.77,10,30,2014
1794,0.48,2.79,10,29,2014
1795,0.42,2.79,10,28,2014
1796,0.41,2.75,10,27,2014
1797,0.41,2.77,10,24,2014
1798,0.41,2.77,10,23,2014
1799,0.41,2.73,10,22,2014
1800,0.38,2.72,10,21,2014
1801,0.37,2.68,10,20,2014
1802,0.39,2.7,10,17,2014
1803,0.35,2.66,10,16,2014
1804,0.34,2.64,10,15,2014
1805,0.39,2.68,10,14,2014
1806,0.45,2.77,10,10,2014
1807,0.46,2.81,10,9,2014
1808,0.46,2.82,10,8,2014
1809,0.52,2.81,10,7,2014
1810,0.54,2.88,10,6,2014
1811,0.57,2.89,10,3,2014
1812,0.53,2.9,10,2,2014
1813,0.53,2.87,10,1,2014
1814,0.58,2.98,9,30,2014
1815,0.58,2.95,9,29,2014
1816,0.59,2.99,9,26,2014
1817,0.56,2.98,9,25,2014
1818,0.59,3.04,9,24,2014
1819,0.57,3.01,9,23,2014
1820,0.58,3.04,9,22,2014
1821,0.59,3.05,9,19,2014
1822,0.59,3.12,9,18,2014
1823,0.59,3.12,9,17,2014
1824,0.55,3.11,9,16,2014
1825,0.58,3.09,9,15,2014
1826,0.58,3.1,9,12,2014
1827,0.58,3.02,9,11,2014
1828,0.58,3.01,9,10,2014
1829,0.56,2.97,9,9,2014
1830,0.54,2.97,9,8,2014
1831,0.52,2.97,9,5,2014
1832,0.54,2.95,9,4,2014
1833,0.52,2.9,9,3,2014
1834,0.53,2.91,9,2,2014
1835,0.48,2.83,8,29,2014
1836,0.5,2.82,8,28,2014
1837,0.51,2.85,8,27,2014
1838,0.52,2.89,8,26,2014
1839,0.53,2.88,8,25,2014
1840,0.53,2.9,8,22,2014
1841,0.49,2.92,8,21,2014
1842,0.49,2.95,8,20,2014
1843,0.46,2.94,8,19,2014
1844,0.44,2.92,8,18,2014
1845,0.42,2.86,8,15,2014
1846,0.42,2.93,8,14,2014
1847,0.43,2.97,8,13,2014
1848,0.45,3.0,8,12,2014
1849,0.47,2.97,8,11,2014
1850,0.45,2.97,8,8,2014
1851,0.44,2.97,8,7,2014
1852,0.48,3.01,8,6,2014
1853,0.47,3.02,8,5,2014
1854,0.47,3.04,8,4,2014
1855,0.47,3.03,8,1,2014
1856,0.53,3.07,7,31,2014
1857,0.56,3.06,7,30,2014
1858,0.54,2.97,7,29,2014
1859,0.54,3.01,7,28,2014
1860,0.53,2.99,7,25,2014
1861,0.53,3.04,7,24,2014
1862,0.5,3.0,7,23,2014
1863,0.49,3.0,7,22,2014
1864,0.51,3.01,7,21,2014
1865,0.51,3.03,7,18,2014
1866,0.47,3.01,7,17,2014
1867,0.5,3.08,7,16,2014
1868,0.49,3.1,7,15,2014
1869,0.48,3.1,7,14,2014
1870,0.48,3.07,7,11,2014
1871,0.46,3.1,7,10,2014
1872,0.51,3.1,7,9,2014
1873,0.51,3.12,7,8,2014
1874,0.52,3.17,7,7,2014
1875,0.52,3.21,7,3,2014
1876,0.49,3.2,7,2,2014
1877,0.47,3.13,7,1,2014
1878,0.47,3.08,6,30,2014
1879,0.45,3.1,6,27,2014
1880,0.46,3.08,6,26,2014
1881,0.48,3.12,6,25,2014
1882,0.49,3.14,6,24,2014
1883,0.48,3.18,6,23,2014
1884,0.5,3.18,6,20,2014
1885,0.48,3.2,6,19,2014
1886,0.48,3.16,6,18,2014
1887,0.51,3.19,6,17,2014
1888,0.49,3.14,6,16,2014
1889,0.45,3.14,6,13,2014
1890,0.42,3.14,6,12,2014
1891,0.44,3.2,6,11,2014
1892,0.45,3.2,6,10,2014
1893,0.43,3.18,6,9,2014
1894,0.41,3.17,6,6,2014
1895,0.4,3.17,6,5,2014
1896,0.41,3.18,6,4,2014
1897,0.41,3.17,6,3,2014
1898,0.39,3.1,6,2,2014
1899,0.37,3.05,5,30,2014
1900,0.37,3.03,5,29,2014
1901,0.37,3.01,5,28,2014
1902,0.39,3.09,5,27,2014
1903,0.37,3.12,5,23,2014
1904,0.37,3.15,5,22,2014
1905,0.37,3.13,5,21,2014
1906,0.35,3.1,5,20,2014
1907,0.36,3.11,5,19,2014
1908,0.38,3.07,5,16,2014
1909,0.38,3.05,5,15,2014
1910,0.39,3.09,5,14,2014
1911,0.39,3.17,5,13,2014
1912,0.41,3.21,5,12,2014
1913,0.4,3.18,5,9,2014
1914,0.4,3.17,5,8,2014
1915,0.41,3.12,5,7,2014
1916,0.43,3.13,5,6,2014
1917,0.43,3.16,5,5,2014
1918,0.42,3.12,5,2,2014
1919,0.41,3.16,5,1,2014
1920,0.42,3.22,4,30,2014
1921,0.44,3.25,4,29,2014
1922,0.44,3.23,4,28,2014
1923,0.43,3.2,4,25,2014
1924,0.43,3.22,4,24,2014
1925,0.43,3.22,4,23,2014
1926,0.45,3.25,4,22,2014
1927,0.42,3.27,4,21,2014
1928,0.43,3.27,4,17,2014
1929,0.39,3.2,4,16,2014
1930,0.39,3.2,4,15,2014
1931,0.37,3.23,4,14,2014
1932,0.37,3.22,4,11,2014
1933,0.37,3.24,4,10,2014
1934,0.37,3.31,4,9,2014
1935,0.4,3.28,4,8,2014
1936,0.41,3.3,4,7,2014
1937,0.43,3.33,4,4,2014
1938,0.46,3.38,4,3,2014
1939,0.47,3.4,4,2,2014
1940,0.44,3.35,4,1,2014
1941,0.44,3.31,3,31,2014
1942,0.45,3.29,3,28,2014
1943,0.45,3.25,3,27,2014
1944,0.45,3.29,3,26,2014
1945,0.47,3.32,3,25,2014
1946,0.47,3.31,3,24,2014
1947,0.45,3.34,3,21,2014
1948,0.45,3.4,3,20,2014
1949,0.47,3.39,3,19,2014
1950,0.36,3.33,3,18,2014
1951,0.38,3.34,3,17,2014
1952,0.36,3.3,3,14,2014
1953,0.34,3.31,3,13,2014
1954,0.37,3.38,3,12,2014
1955,0.37,3.43,3,11,2014
1956,0.37,3.45,3,10,2014
1957,0.38,3.45,3,7,2014
1958,0.37,3.4,3,6,2014
1959,0.33,3.36,3,5,2014
1960,0.33,3.36,3,4,2014
